2.056000000000000000e+03,1.597076710788572568e-06
4.610000000000000000e+02,1.597076710788572568e-06
1.211000000000000000e+03,1.597076710788572568e-06
1.207000000000000000e+03,1.597076710788572568e-06
1.206000000000000000e+03,1.597076710788572568e-06
4.640000000000000000e+02,1.597076710788572568e-06
-2.570000000000000000e+02,1.597076710788572568e-06
4.590000000000000000e+02,1.597076710788572568e-06
1.202000000000000000e+03,1.597076710788572568e-06
1.196000000000000000e+03,1.597076710788572568e-06
4.780000000000000000e+02,1.597076710788572568e-06
4.810000000000000000e+02,1.597076710788572568e-06
4.820000000000000000e+02,1.597076710788572568e-06
4.850000000000000000e+02,1.597076710788572568e-06
1.186000000000000000e+03,1.597076710788572568e-06
1.200000000000000000e+03,1.597076710788572568e-06
-2.420000000000000000e+02,1.597076710788572568e-06
1.216000000000000000e+03,1.597076710788572568e-06
-2.670000000000000000e+02,1.597076710788572568e-06
-2.880000000000000000e+02,1.597076710788572568e-06
1.241000000000000000e+03,1.597076710788572568e-06
-2.840000000000000000e+02,1.597076710788572568e-06
1.239000000000000000e+03,1.597076710788572568e-06
4.450000000000000000e+02,1.597076710788572568e-06
-2.800000000000000000e+02,1.597076710788572568e-06
4.570000000000000000e+02,1.597076710788572568e-06
1.236000000000000000e+03,1.597076710788572568e-06
1.228000000000000000e+03,1.597076710788572568e-06
1.226000000000000000e+03,1.597076710788572568e-06
4.530000000000000000e+02,1.597076710788572568e-06
1.221000000000000000e+03,1.597076710788572568e-06
1.220000000000000000e+03,1.597076710788572568e-06
-2.680000000000000000e+02,1.597076710788572568e-06
4.500000000000000000e+02,1.597076710788572568e-06
4.860000000000000000e+02,1.597076710788572568e-06
1.183000000000000000e+03,1.597076710788572568e-06
1.177000000000000000e+03,1.597076710788572568e-06
1.137000000000000000e+03,1.597076710788572568e-06
5.120000000000000000e+02,1.597076710788572568e-06
5.130000000000000000e+02,1.597076710788572568e-06
1.131000000000000000e+03,1.597076710788572568e-06
5.150000000000000000e+02,1.597076710788572568e-06
1.129000000000000000e+03,1.597076710788572568e-06
1.139000000000000000e+03,1.597076710788572568e-06
1.128000000000000000e+03,1.597076710788572568e-06
1.121000000000000000e+03,1.597076710788572568e-06
5.170000000000000000e+02,1.597076710788572568e-06
1.119000000000000000e+03,1.597076710788572568e-06
5.180000000000000000e+02,1.597076710788572568e-06
1.116000000000000000e+03,1.597076710788572568e-06
1.114000000000000000e+03,1.597076710788572568e-06
1.122000000000000000e+03,1.597076710788572568e-06
5.110000000000000000e+02,1.597076710788572568e-06
1.141000000000000000e+03,1.597076710788572568e-06
1.142000000000000000e+03,1.597076710788572568e-06
-2.370000000000000000e+02,1.597076710788572568e-06
1.173000000000000000e+03,1.597076710788572568e-06
4.880000000000000000e+02,1.597076710788572568e-06
-2.340000000000000000e+02,1.597076710788572568e-06
4.940000000000000000e+02,1.597076710788572568e-06
-2.310000000000000000e+02,1.597076710788572568e-06
1.164000000000000000e+03,1.597076710788572568e-06
4.970000000000000000e+02,1.597076710788572568e-06
1.162000000000000000e+03,1.597076710788572568e-06
1.157000000000000000e+03,1.597076710788572568e-06
1.154000000000000000e+03,1.597076710788572568e-06
1.153000000000000000e+03,1.597076710788572568e-06
5.090000000000000000e+02,1.597076710788572568e-06
1.147000000000000000e+03,1.597076710788572568e-06
5.100000000000000000e+02,1.597076710788572568e-06
-2.890000000000000000e+02,1.597076710788572568e-06
5.220000000000000000e+02,1.597076710788572568e-06
-2.900000000000000000e+02,1.597076710788572568e-06
-2.920000000000000000e+02,1.597076710788572568e-06
-3.600000000000000000e+02,1.597076710788572568e-06
-3.580000000000000000e+02,1.597076710788572568e-06
1.308000000000000000e+03,1.597076710788572568e-06
1.306000000000000000e+03,1.597076710788572568e-06
1.305000000000000000e+03,1.597076710788572568e-06
1.304000000000000000e+03,1.597076710788572568e-06
1.310000000000000000e+03,1.597076710788572568e-06
4.190000000000000000e+02,1.597076710788572568e-06
1.299000000000000000e+03,1.597076710788572568e-06
1.298000000000000000e+03,1.597076710788572568e-06
4.230000000000000000e+02,1.597076710788572568e-06
1.296000000000000000e+03,1.597076710788572568e-06
-3.460000000000000000e+02,1.597076710788572568e-06
1.294000000000000000e+03,1.597076710788572568e-06
4.200000000000000000e+02,1.597076710788572568e-06
4.240000000000000000e+02,1.597076710788572568e-06
1.311000000000000000e+03,1.597076710788572568e-06
1.314000000000000000e+03,1.597076710788572568e-06
-3.840000000000000000e+02,1.597076710788572568e-06
-3.810000000000000000e+02,1.597076710788572568e-06
1.344000000000000000e+03,1.597076710788572568e-06
1.343000000000000000e+03,1.597076710788572568e-06
1.341000000000000000e+03,1.597076710788572568e-06
4.060000000000000000e+02,1.597076710788572568e-06
1.312000000000000000e+03,1.597076710788572568e-06
1.336000000000000000e+03,1.597076710788572568e-06
4.100000000000000000e+02,1.597076710788572568e-06
1.326000000000000000e+03,1.597076710788572568e-06
1.324000000000000000e+03,1.597076710788572568e-06
4.120000000000000000e+02,1.597076710788572568e-06
-3.670000000000000000e+02,1.597076710788572568e-06
1.315000000000000000e+03,1.597076710788572568e-06
1.333000000000000000e+03,1.597076710788572568e-06
1.290000000000000000e+03,1.597076710788572568e-06
-3.390000000000000000e+02,1.597076710788572568e-06
1.288000000000000000e+03,1.597076710788572568e-06
1.270000000000000000e+03,1.597076710788572568e-06
-3.090000000000000000e+02,1.597076710788572568e-06
1.269000000000000000e+03,1.597076710788572568e-06
4.370000000000000000e+02,1.597076710788572568e-06
4.410000000000000000e+02,1.597076710788572568e-06
1.261000000000000000e+03,1.597076710788572568e-06
-3.130000000000000000e+02,1.597076710788572568e-06
1.257000000000000000e+03,1.597076710788572568e-06
1.252000000000000000e+03,1.597076710788572568e-06
1.251000000000000000e+03,1.597076710788572568e-06
1.250000000000000000e+03,1.597076710788572568e-06
1.249000000000000000e+03,1.597076710788572568e-06
1.248000000000000000e+03,1.597076710788572568e-06
1.245000000000000000e+03,1.597076710788572568e-06
1.253000000000000000e+03,1.597076710788572568e-06
4.350000000000000000e+02,1.597076710788572568e-06
-3.150000000000000000e+02,1.597076710788572568e-06
1.273000000000000000e+03,1.597076710788572568e-06
-3.370000000000000000e+02,1.597076710788572568e-06
1.286000000000000000e+03,1.597076710788572568e-06
1.284000000000000000e+03,1.597076710788572568e-06
1.283000000000000000e+03,1.597076710788572568e-06
-3.300000000000000000e+02,1.597076710788572568e-06
-3.290000000000000000e+02,1.597076710788572568e-06
1.282000000000000000e+03,1.597076710788572568e-06
1.280000000000000000e+03,1.597076710788572568e-06
1.278000000000000000e+03,1.597076710788572568e-06
-3.240000000000000000e+02,1.597076710788572568e-06
1.277000000000000000e+03,1.597076710788572568e-06
1.276000000000000000e+03,1.597076710788572568e-06
-3.210000000000000000e+02,1.597076710788572568e-06
-3.180000000000000000e+02,1.597076710788572568e-06
4.340000000000000000e+02,1.597076710788572568e-06
1.244000000000000000e+03,1.597076710788572568e-06
5.270000000000000000e+02,1.597076710788572568e-06
1.101000000000000000e+03,1.597076710788572568e-06
1.100000000000000000e+03,1.597076710788572568e-06
8.770000000000000000e+02,1.597076710788572568e-06
8.760000000000000000e+02,1.597076710788572568e-06
